"10082307,Double Room en-suite (307),Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,0,1.0,361,Not mentioned,130,2,0,""Hong Kong, Kowloon, Hong Kong"",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,114.17158,22.30469,True,30,60,90,365,51289938,https://www.airbnb.com/users/show/51289938,Ken,Hong Kong,within an hour,https://a0.muscache.com/im/pictures/48ba1de1-bfea-446c-83ab-c21cb4272696.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/48ba1de1-bfea-446c-83ab-c21cb4272696.jpg?aki_policy=profile_x_medium,Jordan,90,False,True,False,6,6,""['email', 'phone', 'google', 'reviews']"""
"10082422,Nice room in Barcelona Center,Apartment,Private room,Real Bed,1,9,flexible,2,1,2,0,1.0,50,10,0,1,0,""Barcelona, Catalunya, Spain"",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,2.16942,41.40082,True,0,0,0,0,30393403,https://www.airbnb.com/users/show/30393403,Anna,""Barcelona, Catalonia, Spain"",Not Specified,https://a0.muscache.com/im/users/30393403/profile_pic/1427876639/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/30393403/profile_pic/1427876639/original.jpg?aki_policy=profile_x_medium,Dreta de l'Eixample,Not Specified,False,True,False,1,1,""['phone', 'facebook']"""
"10083468,Be Happy in Porto,Loft,Entire home/apt,Real Bed,2,1125,moderate,2,1,1,178,1.0,30,10,0,1,97,""Porto, Porto, Portugal"",Not Specified,""Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória"",Porto,Portugal,PT,Point,-8.61123,41.15225,False,16,40,67,335,27518920,https://www.airbnb.com/users/show/27518920,Fábio,""São Félix da Marinha, Porto, Portugal"",within an hour,https://a0.muscache.com/im/pictures/user/30283df3-5b0b-47bb-8f81-990bdf925fb6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/30283df3-5b0b-47bb-8f81-990bdf925fb6.jpg?aki_policy=profile_x_medium,Not Specified,90,True,True,True,3,3,""['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']"""
"10084023,City center private room with bed,Guesthouse,Private room,Futon,1,500,strict_14_with_grace_period,1,1,1,81,1.0,181,50,100,1,92,""Hong Kong , 九龍, Hong Kong"",Sham Shui Po District,Sham Shui Po,Hong Kong,Hong Kong,HK,Point,114.1669,22.3314,True,14,24,40,220,51744313,https://www.airbnb.com/users/show/51744313,Yi,United States,within an hour,https://a0.muscache.com/im/pictures/user/a204d442-1ae1-47fc-8d26-cf0ff9efda1b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a204d442-1ae1-47fc-8d26-cf0ff9efda1b.jpg?aki_policy=profile_x_medium,Shek Kip Mei,100,False,True,True,2,2,""['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"""
"10091713,Surry Hills Studio - Your Perfect Base in Sydney,Apartment,Entire home/apt,Real Bed,10,21,strict_14_with_grace_period,2,0,1,64,1.0,181,50,0,1,95,""Surry Hills, NSW, Australia"",Darlinghurst,Sydney,Sydney,Australia,AU,Point,151.21554,-33.88029,True,0,0,0,0,13764143,https://www.airbnb.com/users/show/13764143,Ben,""New South Wales, Australia"",Not Specified,https://a0.muscache.com/im/pictures/03c4d82b-7e4a-4457-976d-c4e9dfdb13fa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/03c4d82b-7e4a-4457-976d-c4e9dfdb13fa.jpg?aki_policy=profile_x_medium,Surry Hills,Not Specified,False,True,True,1,1,""['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']"""
"10092679,Cozy house at Beyoğlu,Apartment,Private room,Pull-out Sofa,2,1125,flexible,2,1,1,27,1.0,58,0,60,1,99,""Beyoğlu, İstanbul, Turkey"",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,28.95825,41.03777,False,3,19,37,37,21331922,https://www.airbnb.com/users/show/21331922,Ali,İstanbul,within an hour,https://a0.muscache.com/im/pictures/user/bcd9b30d-f858-4fab-b7a3-f98b45df73cb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bcd9b30d-f858-4fab-b7a3-f98b45df73cb.jpg?aki_policy=profile_x_medium,Taksim,100,True,True,True,8,8,""['email', 'phone', 'reviews', 'jumio']"""
"10096773,Easy 1 Bedroom in Chelsea,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2,1,1,1,1.0,145,60,0,1,100,""New York, NY, United States"",Manhattan,Chelsea,New York,United States,US,Point,-74.00074,40.74577,True,0,0,0,0,34607505,https://www.airbnb.com/users/show/34607505,Scott,""New York, New York, United States"",Not Specified,https://a0.muscache.com/im/pictures/675cec89-71eb-4ca7-bacd-bbed62ef6fad.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/675cec89-71eb-4ca7-bacd-bbed62ef6fad.jpg?aki_policy=profile_x_medium,Chelsea,Not Specified,False,True,True,1,1,""['email', 'phone', 'facebook', 'reviews', 'kba']"""
"10108388,Sydney Hyde Park City Apartment (checkin from 6am),Apartment,Entire home/apt,Real Bed,2,30,moderate,2,1,1,109,1.0,185,120,0,1,100,""Darlinghurst, NSW, Australia"",Darlinghurst,Sydney,Sydney,Australia,AU,Point,151.21346,-33.87603,False,5,16,35,265,16187044,https://www.airbnb.com/users/show/16187044,Desireé,Australia,within an hour,https://a0.muscache.com/im/users/16187044/profile_pic/1402737505/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/16187044/profile_pic/1402737505/original.jpg?aki_policy=profile_x_medium,Darlinghurst,100,True,True,True,1,1,""['email', 'phone', 'reviews', 'jumio', 'government_id']"""
"10109896,THE Place to See Sydney's FIREWORKS,House,Entire home/apt,Real Bed,2,1125,moderate,2,1,1,0,2.5,250,150,0,1,0,""Rozelle, NSW, Australia"",Lilyfield/Rozelle,Leichhardt,Sydney,Australia,AU,Point,151.17956,-33.86296,True,0,0,0,0,6517277,https://www.airbnb.com/users/show/6517277,Kristin,""Sydney, New South Wales, Australia"",Not Specified,https://a0.muscache.com/im/pictures/a304162e-015b-4e94-a891-84c4355fad39.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/a304162e-015b-4e94-a891-84c4355fad39.jpg?aki_policy=profile_x_medium,Lilyfield/Rozelle,Not Specified,False,True,False,1,1,""['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"""
"10112159,Downtown Oporto Inn (room cleaning),Hostel,Private room,Real Bed,1,1125,moderate,2,1,1,0,1.0,40,50,25,2,0,""Porto, Porto, Portugal"",Not Specified,""Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória"",Porto,Portugal,PT,Point,-8.60867,41.1543,False,30,60,87,359,2649859,https://www.airbnb.com/users/show/2649859,Elisabete,""Porto, Porto, Portugal"",Not Specified,https://a0.muscache.com/im/pictures/3e7725d5-79ea-4290-a99c-5bd5e0691f02.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/3e7725d5-79ea-4290-a99c-5bd5e0691f02.jpg?aki_policy=profile_x_medium,Not Specified,Not Specified,False,True,True,2,2,""['email', 'phone', 'reviews', 'jumio', 'government_id']"""
"10115921,GOLF ROYAL RESİDENCE TAXİM(1+1):3,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,2,4,3,1.0,838,Not mentioned,0,1,67,""Şişli, İstanbul, Turkey"",Şişli,Sisli,Istanbul,Turkey,TR,Point,28.98713,41.04841,False,30,60,90,365,51471538,https://www.airbnb.com/users/show/51471538,Ahmet,""Istanbul, İstanbul, Turkey"",within an hour,https://a0.muscache.com/im/pictures/user/d8c830d0-16da-455c-818a-790864132e0a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d8c830d0-16da-455c-818a-790864132e0a.jpg?aki_policy=profile_x_medium,Şişli,100,False,True,False,16,16,""['email', 'phone', 'reviews']"""
"10116256,GOLF ROYAL RESIDENCE SUİTES(2+1)-2,Serviced apartment,Entire home/apt,Real Bed,1,1125,moderate,6,2,5,0,2.0,997,Not mentioned,0,1,0,""Şişli, İstanbul, Turkey"",Şişli,Sisli,Istanbul,Turkey,TR,Point,28.98818,41.04772,False,30,60,90,365,51471538,https://www.airbnb.com/users/show/51471538,Ahmet,""Istanbul, İstanbul, Turkey"",within an hour,https://a0.muscache.com/im/pictures/user/d8c830d0-16da-455c-818a-790864132e0a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d8c830d0-16da-455c-818a-790864132e0a.jpg?aki_policy=profile_x_medium,Şişli,100,False,True,False,16,16,""['email', 'phone', 'reviews']"""
"10116578,Apartamento zona sul do RJ,Apartment,Entire home/apt,Real Bed,1,1125,flexible,5,3,3,0,1.5,933,Not mentioned,0,1,0,""Rio de Janeiro, Rio de Janeiro, Brazil"",Laranjeiras,Laranjeiras,Rio De Janeiro,Brazil,BR,Point,-43.1825954762751,-22.930541460367934,False,30,60,90,365,51915770,https://www.airbnb.com/users/show/51915770,Luiz Rodrigo,""Rio de Janeiro, State of Rio de Janeiro, Brazil"",Not Specified,https://a0.muscache.com/im/pictures/1a49003e-8025-432d-8614-b1b7aecfe381.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/1a49003e-8025-432d-8614-b1b7aecfe381.jpg?aki_policy=profile_x_medium,Not Specified,Not Specified,False,True,False,1,1,""['phone', 'facebook']"""
"10117617,A Casa Alegre é um apartamento T1.,Apartment,Entire home/apt,Real Bed,7,180,moderate,2,1,1,12,1.0,40,15,0,2,96,""Vila do Conde, Porto, Portugal"",Not Specified,Vila do Conde,Porto,Portugal,PT,Point,-8.75383,41.3596,False,0,0,0,46,51920973,https://www.airbnb.com/users/show/51920973,Manuela,""Porto, Porto District, Portugal"",within a day,https://a0.muscache.com/im/pictures/bb526001-78b2-472d-9663-c3d02a27f4ce.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/bb526001-78b2-472d-9663-c3d02a27f4ce.jpg?aki_policy=profile_x_medium,Not Specified,100,False,True,True,1,1,""['email', 'phone', 'reviews', 'jumio', 'government_id']"""
"10120414,The LES Apartment,Apartment,Entire home/apt,Real Bed,3,1125,flexible,3,1,1,0,1.0,150,Not mentioned,0,1,0,""New York, NY, United States"",Manhattan,Lower East Side,New York,United States,US,Point,-73.98944,40.72063,False,0,0,0,0,33231070,https://www.airbnb.com/users/show/33231070,Mert,""New York, New York, United States"",Not Specified,https://a0.muscache.com/im/users/33231070/profile_pic/1431469729/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/33231070/profile_pic/1431469729/original.jpg?aki_policy=profile_x_medium,Not Specified,Not Specified,False,True,True,1,1,""['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']"""
"10133350,2 bedroom Upper east side,Apartment,Entire home/apt,Real Bed,2,7,strict_14_with_grace_period,5,2,2,9,1.0,275,35,0,1,90,""New York, NY, United States"",Upper East Side,Upper East Side,New York,United States,US,Point,-73.95854,40.7664,False,0,0,0,0,52004369,https://www.airbnb.com/users/show/52004369,Chelsea,""Sea Cliff, New York, United States"",Not Specified,https://a0.muscache.com/im/pictures/4d361f57-f65e-4885-b934-0e92eebf288d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/4d361f57-f65e-4885-b934-0e92eebf288d.jpg?aki_policy=profile_x_medium,Not Specified,Not Specified,False,True,True,2,2,""['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"""
"10133554,Double and triple rooms Blue mosque,Bed and breakfast,Private room,Real Bed,1,1125,moderate,3,1,2,29,1.0,121,Not mentioned,0,1,92,""Fatih , İstanbul, Turkey"",Fatih,Fatih,Istanbul,Turkey,TR,Point,28.98009,41.0062,False,30,60,90,365,52004703,https://www.airbnb.com/users/show/52004703,Mehmet Emin,""Istanbul, İstanbul, Turkey"",within a few hours,https://a0.muscache.com/im/pictures/user/4cb6be34-659b-42cc-a93d-77a5d3501e7a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4cb6be34-659b-42cc-a93d-77a5d3501e7a.jpg?aki_policy=profile_x_medium,Not Specified,100,False,True,True,2,2,""['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']"""
"10138784,Room Close to LGA and 35 mins to Times Square,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1,1,123,1.0,46,15,10,1,99,""Queens, NY, United States"",Queens,Jackson Heights,New York,United States,US,Point,-73.88025,40.74953,True,30,60,90,365,52031360,https://www.airbnb.com/users/show/52031360,Cheer,""New York, New York, United States"",within an hour,https://a0.muscache.com/im/pictures/1e61ad3c-eb0f-486a-ac09-1a834973d8cd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/1e61ad3c-eb0f-486a-ac09-1a834973d8cd.jpg?aki_policy=profile_x_medium,Jackson Heights,100,True,True,True,1,1,""['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"""
"10140368,A bedroom far away from home,Apartment,Private room,Real Bed,1,10,strict_14_with_grace_period,2,1,1,239,1.0,45,Not mentioned,10,1,95,""Queens, NY, United States"",Queens,Briarwood,New York,United States,US,Point,-73.82257,40.71485,True,20,29,29,34,1017772,https://www.airbnb.com/users/show/1017772,Lane,US,within an hour,https://a0.muscache.com/im/pictures/user/0a118b69-9d68-4b0e-99ba-34fefc2df36b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0a118b69-9d68-4b0e-99ba-34fefc2df36b.jpg?aki_policy=profile_x_medium,Jamaica,100,True,True,True,1,1,""['email', 'phone', 'manual_online', 'facebook', 'reviews', 'manual_offline', 'jumio', 'government_id']"""
"10141950,""Big, Bright & Convenient Sheung Wan"",Apartment,Entire home/apt,Real Bed,2,1125,moderate,2,0,1,1,1.0,966,118,0,1,100,""Hong Kong, Hong Kong Island, Hong Kong"",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,114.15007,22.28422,True,0,0,0,0,11435086,https://www.airbnb.com/users/show/11435086,Regg,Hong Kong,Not Specified,https://a0.muscache.com/im/pictures/user/736908a8-0792-4428-a630-d47a3df44bb9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/736908a8-0792-4428-a630-d47a3df44bb9.jpg?aki_policy=profile_x_medium,Sheung Wan,Not Specified,False,True,True,1,1,""['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']"""
"10166883,Large railroad style 3 bedroom apt in Manhattan!,Apartment,Entire home/apt,Real Bed,3,6,strict_14_with_grace_period,9,3,4,22,1.0,180,59,19,4,95,""New York, NY, United States"",Manhattan,East Harlem,New York,United States,US,Point,-73.93943,40.79805,True,0,0,0,0,35215309,https://www.airbnb.com/users/show/35215309,Vick,""New York, New York, United States"",Not Specified,https://a0.muscache.com/im/pictures/bd6a13af-36d3-4658-920b-87c221704fe2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/bd6a13af-36d3-4658-920b-87c221704fe2.jpg?aki_policy=profile_x_medium,East Harlem,Not Specified,False,True,True,1,1,""['email', 'phone', 'reviews', 'jumio', 'government_id']"""
"10166986,Resort-like living in Williamsburg,Apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,4,2,2,1,1.0,220,25,0,1,100,""Brooklyn, NY, United States"",Williamsburg,Williamsburg,New York,United States,US,Point,-73.93869,40.71552,True,0,0,0,0,14461742,https://www.airbnb.com/users/show/14461742,Mohammed,""Paris, Île-de-France, France"",Not Specified,https://a0.muscache.com/im/users/14461742/profile_pic/1397899792/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/14461742/profile_pic/1397899792/original.jpg?aki_policy=profile_x_medium,Williamsburg,Not Specified,False,True,True,1,1,""['email', 'phone', 'reviews', 'jumio', 'government_id']"""
